set	dll	api	function	canonical	target_id	params	public	reason
downlevel	WINFAX.dll	Devices.Fax	FaxCompleteJobParamsA	win32.api.winfax.FaxCompleteJobParamsA	fn__winfax__FaxCompleteJobParamsA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxCompleteJobParamsW	win32.api.winfax.FaxCompleteJobParamsW	fn__winfax__FaxCompleteJobParamsW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSendDocumentA	win32.api.winfax.FaxSendDocumentA	fn__winfax__FaxSendDocumentA	5	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSendDocumentW	win32.api.winfax.FaxSendDocumentW	fn__winfax__FaxSendDocumentW	5	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSendDocumentForBroadcastA	win32.api.winfax.FaxSendDocumentForBroadcastA	fn__winfax__FaxSendDocumentForBroadcastA	5	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSendDocumentForBroadcastW	win32.api.winfax.FaxSendDocumentForBroadcastW	fn__winfax__FaxSendDocumentForBroadcastW	5	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumJobsA	win32.api.winfax.FaxEnumJobsA	fn__winfax__FaxEnumJobsA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumJobsW	win32.api.winfax.FaxEnumJobsW	fn__winfax__FaxEnumJobsW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetJobA	win32.api.winfax.FaxGetJobA	fn__winfax__FaxGetJobA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetJobW	win32.api.winfax.FaxGetJobW	fn__winfax__FaxGetJobW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetJobA	win32.api.winfax.FaxSetJobA	fn__winfax__FaxSetJobA	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetJobW	win32.api.winfax.FaxSetJobW	fn__winfax__FaxSetJobW	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetPageData	win32.api.winfax.FaxGetPageData	fn__winfax__FaxGetPageData	6	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetDeviceStatusA	win32.api.winfax.FaxGetDeviceStatusA	fn__winfax__FaxGetDeviceStatusA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetDeviceStatusW	win32.api.winfax.FaxGetDeviceStatusW	fn__winfax__FaxGetDeviceStatusW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxAbort	win32.api.winfax.FaxAbort	fn__winfax__FaxAbort	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetConfigurationA	win32.api.winfax.FaxGetConfigurationA	fn__winfax__FaxGetConfigurationA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetConfigurationW	win32.api.winfax.FaxGetConfigurationW	fn__winfax__FaxGetConfigurationW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetConfigurationA	win32.api.winfax.FaxSetConfigurationA	fn__winfax__FaxSetConfigurationA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetConfigurationW	win32.api.winfax.FaxSetConfigurationW	fn__winfax__FaxSetConfigurationW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetLoggingCategoriesA	win32.api.winfax.FaxGetLoggingCategoriesA	fn__winfax__FaxGetLoggingCategoriesA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetLoggingCategoriesW	win32.api.winfax.FaxGetLoggingCategoriesW	fn__winfax__FaxGetLoggingCategoriesW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetLoggingCategoriesA	win32.api.winfax.FaxSetLoggingCategoriesA	fn__winfax__FaxSetLoggingCategoriesA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetLoggingCategoriesW	win32.api.winfax.FaxSetLoggingCategoriesW	fn__winfax__FaxSetLoggingCategoriesW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumPortsA	win32.api.winfax.FaxEnumPortsA	fn__winfax__FaxEnumPortsA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumPortsW	win32.api.winfax.FaxEnumPortsW	fn__winfax__FaxEnumPortsW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetPortA	win32.api.winfax.FaxGetPortA	fn__winfax__FaxGetPortA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetPortW	win32.api.winfax.FaxGetPortW	fn__winfax__FaxGetPortW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetPortA	win32.api.winfax.FaxSetPortA	fn__winfax__FaxSetPortA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetPortW	win32.api.winfax.FaxSetPortW	fn__winfax__FaxSetPortW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumRoutingMethodsA	win32.api.winfax.FaxEnumRoutingMethodsA	fn__winfax__FaxEnumRoutingMethodsA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumRoutingMethodsW	win32.api.winfax.FaxEnumRoutingMethodsW	fn__winfax__FaxEnumRoutingMethodsW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnableRoutingMethodA	win32.api.winfax.FaxEnableRoutingMethodA	fn__winfax__FaxEnableRoutingMethodA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnableRoutingMethodW	win32.api.winfax.FaxEnableRoutingMethodW	fn__winfax__FaxEnableRoutingMethodW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumGlobalRoutingInfoA	win32.api.winfax.FaxEnumGlobalRoutingInfoA	fn__winfax__FaxEnumGlobalRoutingInfoA	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxEnumGlobalRoutingInfoW	win32.api.winfax.FaxEnumGlobalRoutingInfoW	fn__winfax__FaxEnumGlobalRoutingInfoW	3	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetGlobalRoutingInfoA	win32.api.winfax.FaxSetGlobalRoutingInfoA	fn__winfax__FaxSetGlobalRoutingInfoA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetGlobalRoutingInfoW	win32.api.winfax.FaxSetGlobalRoutingInfoW	fn__winfax__FaxSetGlobalRoutingInfoW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetRoutingInfoA	win32.api.winfax.FaxGetRoutingInfoA	fn__winfax__FaxGetRoutingInfoA	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxGetRoutingInfoW	win32.api.winfax.FaxGetRoutingInfoW	fn__winfax__FaxGetRoutingInfoW	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetRoutingInfoA	win32.api.winfax.FaxSetRoutingInfoA	fn__winfax__FaxSetRoutingInfoA	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxSetRoutingInfoW	win32.api.winfax.FaxSetRoutingInfoW	fn__winfax__FaxSetRoutingInfoW	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxInitializeEventQueue	win32.api.winfax.FaxInitializeEventQueue	fn__winfax__FaxInitializeEventQueue	5	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxFreeBuffer	win32.api.winfax.FaxFreeBuffer	fn__winfax__FaxFreeBuffer	1	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxStartPrintJobA	win32.api.winfax.FaxStartPrintJobA	fn__winfax__FaxStartPrintJobA	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxStartPrintJobW	win32.api.winfax.FaxStartPrintJobW	fn__winfax__FaxStartPrintJobW	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxPrintCoverPageA	win32.api.winfax.FaxPrintCoverPageA	fn__winfax__FaxPrintCoverPageA	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxPrintCoverPageW	win32.api.winfax.FaxPrintCoverPageW	fn__winfax__FaxPrintCoverPageW	2	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxRegisterServiceProviderW	win32.api.winfax.FaxRegisterServiceProviderW	fn__winfax__FaxRegisterServiceProviderW	4	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxUnregisterServiceProviderW	win32.api.winfax.FaxUnregisterServiceProviderW	fn__winfax__FaxUnregisterServiceProviderW	1	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxRegisterRoutingExtensionW	win32.api.winfax.FaxRegisterRoutingExtensionW	fn__winfax__FaxRegisterRoutingExtensionW	6	yes	
downlevel	WINFAX.dll	Devices.Fax	FaxAccessCheck	win32.api.winfax.FaxAccessCheck	fn__winfax__FaxAccessCheck	2	yes	
downlevel	fxsutility.dll	Devices.Fax	CanSendToFaxRecipient	win32.api.fxsutility.CanSendToFaxRecipient	fn__fxsutility__CanSendToFaxRecipient	0	yes	
downlevel	fxsutility.dll	Devices.Fax	SendToFaxRecipient	win32.api.fxsutility.SendToFaxRecipient	fn__fxsutility__SendToFaxRecipient	2	yes	
downlevel	STI.dll	Devices.Fax	StiCreateInstanceW	win32.api.sti.StiCreateInstanceW	fn__sti__StiCreateInstanceW	4	yes	
downlevel	DINPUT8.dll	Devices.HumanInterfaceDevice	DirectInput8Create	win32.api.dinput8.DirectInput8Create	fn__dinput8__DirectInput8Create	5	yes	
downlevel	WINMM.dll	Devices.HumanInterfaceDevice	joyConfigChanged	win32.api.winmm.joyConfigChanged	fn__winmm__joyConfigChanged	1	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetCaps	win32.api.hid.HidP_GetCaps	fn__hid__HidP_GetCaps	2	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetLinkCollectionNodes	win32.api.hid.HidP_GetLinkCollectionNodes	fn__hid__HidP_GetLinkCollectionNodes	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetSpecificButtonCaps	win32.api.hid.HidP_GetSpecificButtonCaps	fn__hid__HidP_GetSpecificButtonCaps	7	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetButtonCaps	win32.api.hid.HidP_GetButtonCaps	fn__hid__HidP_GetButtonCaps	4	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetSpecificValueCaps	win32.api.hid.HidP_GetSpecificValueCaps	fn__hid__HidP_GetSpecificValueCaps	7	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetValueCaps	win32.api.hid.HidP_GetValueCaps	fn__hid__HidP_GetValueCaps	4	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetExtendedAttributes	win32.api.hid.HidP_GetExtendedAttributes	fn__hid__HidP_GetExtendedAttributes	5	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_InitializeReportForID	win32.api.hid.HidP_InitializeReportForID	fn__hid__HidP_InitializeReportForID	5	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_SetData	win32.api.hid.HidP_SetData	fn__hid__HidP_SetData	6	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetData	win32.api.hid.HidP_GetData	fn__hid__HidP_GetData	6	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_MaxDataListLength	win32.api.hid.HidP_MaxDataListLength	fn__hid__HidP_MaxDataListLength	2	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_SetUsages	win32.api.hid.HidP_SetUsages	fn__hid__HidP_SetUsages	8	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_UnsetUsages	win32.api.hid.HidP_UnsetUsages	fn__hid__HidP_UnsetUsages	8	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetUsages	win32.api.hid.HidP_GetUsages	fn__hid__HidP_GetUsages	8	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetUsagesEx	win32.api.hid.HidP_GetUsagesEx	fn__hid__HidP_GetUsagesEx	7	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_MaxUsageListLength	win32.api.hid.HidP_MaxUsageListLength	fn__hid__HidP_MaxUsageListLength	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_SetUsageValue	win32.api.hid.HidP_SetUsageValue	fn__hid__HidP_SetUsageValue	8	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_SetScaledUsageValue	win32.api.hid.HidP_SetScaledUsageValue	fn__hid__HidP_SetScaledUsageValue	8	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_SetUsageValueArray	win32.api.hid.HidP_SetUsageValueArray	fn__hid__HidP_SetUsageValueArray	9	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetUsageValue	win32.api.hid.HidP_GetUsageValue	fn__hid__HidP_GetUsageValue	8	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetScaledUsageValue	win32.api.hid.HidP_GetScaledUsageValue	fn__hid__HidP_GetScaledUsageValue	8	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetUsageValueArray	win32.api.hid.HidP_GetUsageValueArray	fn__hid__HidP_GetUsageValueArray	9	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_UsageListDifference	win32.api.hid.HidP_UsageListDifference	fn__hid__HidP_UsageListDifference	5	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_GetButtonArray	win32.api.hid.HidP_GetButtonArray	fn__hid__HidP_GetButtonArray	9	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_SetButtonArray	win32.api.hid.HidP_SetButtonArray	fn__hid__HidP_SetButtonArray	9	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidP_TranslateUsagesToI8042ScanCodes	win32.api.hid.HidP_TranslateUsagesToI8042ScanCodes	fn__hid__HidP_TranslateUsagesToI8042ScanCodes	6	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetAttributes	win32.api.hid.HidD_GetAttributes	fn__hid__HidD_GetAttributes	2	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetHidGuid	win32.api.hid.HidD_GetHidGuid	fn__hid__HidD_GetHidGuid	1	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetPreparsedData	win32.api.hid.HidD_GetPreparsedData	fn__hid__HidD_GetPreparsedData	2	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_FreePreparsedData	win32.api.hid.HidD_FreePreparsedData	fn__hid__HidD_FreePreparsedData	1	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_FlushQueue	win32.api.hid.HidD_FlushQueue	fn__hid__HidD_FlushQueue	1	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetConfiguration	win32.api.hid.HidD_GetConfiguration	fn__hid__HidD_GetConfiguration	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_SetConfiguration	win32.api.hid.HidD_SetConfiguration	fn__hid__HidD_SetConfiguration	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetFeature	win32.api.hid.HidD_GetFeature	fn__hid__HidD_GetFeature	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_SetFeature	win32.api.hid.HidD_SetFeature	fn__hid__HidD_SetFeature	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetInputReport	win32.api.hid.HidD_GetInputReport	fn__hid__HidD_GetInputReport	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_SetOutputReport	win32.api.hid.HidD_SetOutputReport	fn__hid__HidD_SetOutputReport	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetNumInputBuffers	win32.api.hid.HidD_GetNumInputBuffers	fn__hid__HidD_GetNumInputBuffers	2	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_SetNumInputBuffers	win32.api.hid.HidD_SetNumInputBuffers	fn__hid__HidD_SetNumInputBuffers	2	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetPhysicalDescriptor	win32.api.hid.HidD_GetPhysicalDescriptor	fn__hid__HidD_GetPhysicalDescriptor	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetManufacturerString	win32.api.hid.HidD_GetManufacturerString	fn__hid__HidD_GetManufacturerString	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetProductString	win32.api.hid.HidD_GetProductString	fn__hid__HidD_GetProductString	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetIndexedString	win32.api.hid.HidD_GetIndexedString	fn__hid__HidD_GetIndexedString	4	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetSerialNumberString	win32.api.hid.HidD_GetSerialNumberString	fn__hid__HidD_GetSerialNumberString	3	yes	
downlevel	HID.dll	Devices.HumanInterfaceDevice	HidD_GetMsGenreDescriptor	win32.api.hid.HidD_GetMsGenreDescriptor	fn__hid__HidD_GetMsGenreDescriptor	3	yes	
downlevel	DMProcessXMLFiltered.dll	Devices.PortableDevices	DMProcessConfigXMLFiltered	win32.api.dmprocessxmlfiltered.DMProcessConfigXMLFiltered	fn__dmprocessxmlfiltered__DMProcessConfigXMLFiltered	4	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	GetPerformanceTime	win32.api.sensorsutilsv2.GetPerformanceTime	fn__sensorsutilsv2__GetPerformanceTime	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	InitPropVariantFromFloat	win32.api.sensorsutilsv2.InitPropVariantFromFloat	fn__sensorsutilsv2__InitPropVariantFromFloat	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetPropVariant	win32.api.sensorsutilsv2.PropKeyFindKeyGetPropVariant	fn__sensorsutilsv2__PropKeyFindKeyGetPropVariant	4	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeySetPropVariant	win32.api.sensorsutilsv2.PropKeyFindKeySetPropVariant	fn__sensorsutilsv2__PropKeyFindKeySetPropVariant	4	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetFileTime	win32.api.sensorsutilsv2.PropKeyFindKeyGetFileTime	fn__sensorsutilsv2__PropKeyFindKeyGetFileTime	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetGuid	win32.api.sensorsutilsv2.PropKeyFindKeyGetGuid	fn__sensorsutilsv2__PropKeyFindKeyGetGuid	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetBool	win32.api.sensorsutilsv2.PropKeyFindKeyGetBool	fn__sensorsutilsv2__PropKeyFindKeyGetBool	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetUlong	win32.api.sensorsutilsv2.PropKeyFindKeyGetUlong	fn__sensorsutilsv2__PropKeyFindKeyGetUlong	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetUshort	win32.api.sensorsutilsv2.PropKeyFindKeyGetUshort	fn__sensorsutilsv2__PropKeyFindKeyGetUshort	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetFloat	win32.api.sensorsutilsv2.PropKeyFindKeyGetFloat	fn__sensorsutilsv2__PropKeyFindKeyGetFloat	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetDouble	win32.api.sensorsutilsv2.PropKeyFindKeyGetDouble	fn__sensorsutilsv2__PropKeyFindKeyGetDouble	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetInt32	win32.api.sensorsutilsv2.PropKeyFindKeyGetInt32	fn__sensorsutilsv2__PropKeyFindKeyGetInt32	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetInt64	win32.api.sensorsutilsv2.PropKeyFindKeyGetInt64	fn__sensorsutilsv2__PropKeyFindKeyGetInt64	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetNthUlong	win32.api.sensorsutilsv2.PropKeyFindKeyGetNthUlong	fn__sensorsutilsv2__PropKeyFindKeyGetNthUlong	4	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetNthUshort	win32.api.sensorsutilsv2.PropKeyFindKeyGetNthUshort	fn__sensorsutilsv2__PropKeyFindKeyGetNthUshort	4	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropKeyFindKeyGetNthInt64	win32.api.sensorsutilsv2.PropKeyFindKeyGetNthInt64	fn__sensorsutilsv2__PropKeyFindKeyGetNthInt64	4	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	IsKeyPresentInPropertyList	win32.api.sensorsutilsv2.IsKeyPresentInPropertyList	fn__sensorsutilsv2__IsKeyPresentInPropertyList	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	IsKeyPresentInCollectionList	win32.api.sensorsutilsv2.IsKeyPresentInCollectionList	fn__sensorsutilsv2__IsKeyPresentInCollectionList	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	IsCollectionListSame	win32.api.sensorsutilsv2.IsCollectionListSame	fn__sensorsutilsv2__IsCollectionListSame	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropVariantGetInformation	win32.api.sensorsutilsv2.PropVariantGetInformation	fn__sensorsutilsv2__PropVariantGetInformation	5	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropertiesListCopy	win32.api.sensorsutilsv2.PropertiesListCopy	fn__sensorsutilsv2__PropertiesListCopy	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	PropertiesListGetFillableCount	win32.api.sensorsutilsv2.PropertiesListGetFillableCount	fn__sensorsutilsv2__PropertiesListGetFillableCount	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListGetMarshalledSize	win32.api.sensorsutilsv2.CollectionsListGetMarshalledSize	fn__sensorsutilsv2__CollectionsListGetMarshalledSize	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListCopyAndMarshall	win32.api.sensorsutilsv2.CollectionsListCopyAndMarshall	fn__sensorsutilsv2__CollectionsListCopyAndMarshall	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListMarshall	win32.api.sensorsutilsv2.CollectionsListMarshall	fn__sensorsutilsv2__CollectionsListMarshall	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListGetMarshalledSizeWithoutSerialization	win32.api.sensorsutilsv2.CollectionsListGetMarshalledSizeWithoutSerialization	fn__sensorsutilsv2__CollectionsListGetMarshalledSizeWithoutSerialization	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListUpdateMarshalledPointer	win32.api.sensorsutilsv2.CollectionsListUpdateMarshalledPointer	fn__sensorsutilsv2__CollectionsListUpdateMarshalledPointer	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	SerializationBufferAllocate	win32.api.sensorsutilsv2.SerializationBufferAllocate	fn__sensorsutilsv2__SerializationBufferAllocate	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	SerializationBufferFree	win32.api.sensorsutilsv2.SerializationBufferFree	fn__sensorsutilsv2__SerializationBufferFree	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListGetSerializedSize	win32.api.sensorsutilsv2.CollectionsListGetSerializedSize	fn__sensorsutilsv2__CollectionsListGetSerializedSize	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListSerializeToBuffer	win32.api.sensorsutilsv2.CollectionsListSerializeToBuffer	fn__sensorsutilsv2__CollectionsListSerializeToBuffer	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListAllocateBufferAndSerialize	win32.api.sensorsutilsv2.CollectionsListAllocateBufferAndSerialize	fn__sensorsutilsv2__CollectionsListAllocateBufferAndSerialize	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListDeserializeFromBuffer	win32.api.sensorsutilsv2.CollectionsListDeserializeFromBuffer	fn__sensorsutilsv2__CollectionsListDeserializeFromBuffer	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	SensorCollectionGetAt	win32.api.sensorsutilsv2.SensorCollectionGetAt	fn__sensorsutilsv2__SensorCollectionGetAt	4	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListGetFillableCount	win32.api.sensorsutilsv2.CollectionsListGetFillableCount	fn__sensorsutilsv2__CollectionsListGetFillableCount	1	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	EvaluateActivityThresholds	win32.api.sensorsutilsv2.EvaluateActivityThresholds	fn__sensorsutilsv2__EvaluateActivityThresholds	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	CollectionsListSortSubscribedActivitiesByConfidence	win32.api.sensorsutilsv2.CollectionsListSortSubscribedActivitiesByConfidence	fn__sensorsutilsv2__CollectionsListSortSubscribedActivitiesByConfidence	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	InitPropVariantFromCLSIDArray	win32.api.sensorsutilsv2.InitPropVariantFromCLSIDArray	fn__sensorsutilsv2__InitPropVariantFromCLSIDArray	3	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	IsSensorSubscribed	win32.api.sensorsutilsv2.IsSensorSubscribed	fn__sensorsutilsv2__IsSensorSubscribed	2	yes	
downlevel	SensorsUtilsV2.dll	Devices.Sensors	IsGUIDPresentInList	win32.api.sensorsutilsv2.IsGUIDPresentInList	fn__sensorsutilsv2__IsGUIDPresentInList	3	yes	
downlevel	MSPORTS.dll	Devices.SerialCommunication	ComDBOpen	win32.api.msports.ComDBOpen	fn__msports__ComDBOpen	1	yes	
downlevel	MSPORTS.dll	Devices.SerialCommunication	ComDBClose	win32.api.msports.ComDBClose	fn__msports__ComDBClose	1	yes	
downlevel	MSPORTS.dll	Devices.SerialCommunication	ComDBGetCurrentPortUsage	win32.api.msports.ComDBGetCurrentPortUsage	fn__msports__ComDBGetCurrentPortUsage	5	yes	
downlevel	MSPORTS.dll	Devices.SerialCommunication	ComDBClaimNextFreePort	win32.api.msports.ComDBClaimNextFreePort	fn__msports__ComDBClaimNextFreePort	2	yes	
downlevel	MSPORTS.dll	Devices.SerialCommunication	ComDBClaimPort	win32.api.msports.ComDBClaimPort	fn__msports__ComDBClaimPort	4	yes	
downlevel	MSPORTS.dll	Devices.SerialCommunication	ComDBReleasePort	win32.api.msports.ComDBReleasePort	fn__msports__ComDBReleasePort	2	yes	
downlevel	MSPORTS.dll	Devices.SerialCommunication	ComDBResizeDatabase	win32.api.msports.ComDBResizeDatabase	fn__msports__ComDBResizeDatabase	2	yes	
downlevel	TAPI32.dll	Devices.Tapi	lineAccept	win32.api.tapi32.lineAccept	fn__tapi32__lineAccept	3	yes	
downlevel	TAPI32.dll	Devices.Tapi	lineAddProvider	win32.api.tapi32.lineAddProvider	fn__tapi32__lineAddProvider	3	yes	
downlevel	TAPI32.dll	Devices.Tapi	lineAddProviderA	win32.api.tapi32.lineAddProviderA	fn__tapi32__lineAddProviderA	3	yes	
downlevel	TAPI32.dll	Devices.Tapi	lineAddProviderW	win32.api.tapi32.lineAddProviderW	fn__tapi32__lineAddProviderW	3	yes	
downlevel	TAPI32.dll	Devices.Tapi	lineAddToConference	win32.api.tapi32.lineAddToConference	fn__tapi32__lineAddToConference	2	yes	
