set	dll	api	function	canonical	target_id	params	public	reason
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_bool_array	win32.api.msajapi.alljoyn_msgarg_set_bool_array	fn__msajapi__alljoyn_msgarg_set_bool_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_int16_array	win32.api.msajapi.alljoyn_msgarg_set_int16_array	fn__msajapi__alljoyn_msgarg_set_int16_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint16_array	win32.api.msajapi.alljoyn_msgarg_set_uint16_array	fn__msajapi__alljoyn_msgarg_set_uint16_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_int32_array	win32.api.msajapi.alljoyn_msgarg_set_int32_array	fn__msajapi__alljoyn_msgarg_set_int32_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint32_array	win32.api.msajapi.alljoyn_msgarg_set_uint32_array	fn__msajapi__alljoyn_msgarg_set_uint32_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_int64_array	win32.api.msajapi.alljoyn_msgarg_set_int64_array	fn__msajapi__alljoyn_msgarg_set_int64_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint64_array	win32.api.msajapi.alljoyn_msgarg_set_uint64_array	fn__msajapi__alljoyn_msgarg_set_uint64_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_double_array	win32.api.msajapi.alljoyn_msgarg_set_double_array	fn__msajapi__alljoyn_msgarg_set_double_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_string_array	win32.api.msajapi.alljoyn_msgarg_set_string_array	fn__msajapi__alljoyn_msgarg_set_string_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_objectpath_array	win32.api.msajapi.alljoyn_msgarg_set_objectpath_array	fn__msajapi__alljoyn_msgarg_set_objectpath_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_signature_array	win32.api.msajapi.alljoyn_msgarg_set_signature_array	fn__msajapi__alljoyn_msgarg_set_signature_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint8_array	win32.api.msajapi.alljoyn_msgarg_get_uint8_array	fn__msajapi__alljoyn_msgarg_get_uint8_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_bool_array	win32.api.msajapi.alljoyn_msgarg_get_bool_array	fn__msajapi__alljoyn_msgarg_get_bool_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_int16_array	win32.api.msajapi.alljoyn_msgarg_get_int16_array	fn__msajapi__alljoyn_msgarg_get_int16_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint16_array	win32.api.msajapi.alljoyn_msgarg_get_uint16_array	fn__msajapi__alljoyn_msgarg_get_uint16_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_int32_array	win32.api.msajapi.alljoyn_msgarg_get_int32_array	fn__msajapi__alljoyn_msgarg_get_int32_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint32_array	win32.api.msajapi.alljoyn_msgarg_get_uint32_array	fn__msajapi__alljoyn_msgarg_get_uint32_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_int64_array	win32.api.msajapi.alljoyn_msgarg_get_int64_array	fn__msajapi__alljoyn_msgarg_get_int64_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint64_array	win32.api.msajapi.alljoyn_msgarg_get_uint64_array	fn__msajapi__alljoyn_msgarg_get_uint64_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_double_array	win32.api.msajapi.alljoyn_msgarg_get_double_array	fn__msajapi__alljoyn_msgarg_get_double_array	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_variant_array	win32.api.msajapi.alljoyn_msgarg_get_variant_array	fn__msajapi__alljoyn_msgarg_get_variant_array	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_array_numberofelements	win32.api.msajapi.alljoyn_msgarg_get_array_numberofelements	fn__msajapi__alljoyn_msgarg_get_array_numberofelements	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_array_element	win32.api.msajapi.alljoyn_msgarg_get_array_element	fn__msajapi__alljoyn_msgarg_get_array_element	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_array_elementsignature	win32.api.msajapi.alljoyn_msgarg_get_array_elementsignature	fn__msajapi__alljoyn_msgarg_get_array_elementsignature	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_getkey	win32.api.msajapi.alljoyn_msgarg_getkey	fn__msajapi__alljoyn_msgarg_getkey	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_getvalue	win32.api.msajapi.alljoyn_msgarg_getvalue	fn__msajapi__alljoyn_msgarg_getvalue	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_setdictentry	win32.api.msajapi.alljoyn_msgarg_setdictentry	fn__msajapi__alljoyn_msgarg_setdictentry	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_setstruct	win32.api.msajapi.alljoyn_msgarg_setstruct	fn__msajapi__alljoyn_msgarg_setstruct	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_getnummembers	win32.api.msajapi.alljoyn_msgarg_getnummembers	fn__msajapi__alljoyn_msgarg_getnummembers	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_getmember	win32.api.msajapi.alljoyn_msgarg_getmember	fn__msajapi__alljoyn_msgarg_getmember	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_create_empty	win32.api.msajapi.alljoyn_aboutdata_create_empty	fn__msajapi__alljoyn_aboutdata_create_empty	0	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_create	win32.api.msajapi.alljoyn_aboutdata_create	fn__msajapi__alljoyn_aboutdata_create	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_create_full	win32.api.msajapi.alljoyn_aboutdata_create_full	fn__msajapi__alljoyn_aboutdata_create_full	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_destroy	win32.api.msajapi.alljoyn_aboutdata_destroy	fn__msajapi__alljoyn_aboutdata_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_createfromxml	win32.api.msajapi.alljoyn_aboutdata_createfromxml	fn__msajapi__alljoyn_aboutdata_createfromxml	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_isvalid	win32.api.msajapi.alljoyn_aboutdata_isvalid	fn__msajapi__alljoyn_aboutdata_isvalid	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_createfrommsgarg	win32.api.msajapi.alljoyn_aboutdata_createfrommsgarg	fn__msajapi__alljoyn_aboutdata_createfrommsgarg	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setappid	win32.api.msajapi.alljoyn_aboutdata_setappid	fn__msajapi__alljoyn_aboutdata_setappid	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setappid_fromstring	win32.api.msajapi.alljoyn_aboutdata_setappid_fromstring	fn__msajapi__alljoyn_aboutdata_setappid_fromstring	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getappid	win32.api.msajapi.alljoyn_aboutdata_getappid	fn__msajapi__alljoyn_aboutdata_getappid	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setdefaultlanguage	win32.api.msajapi.alljoyn_aboutdata_setdefaultlanguage	fn__msajapi__alljoyn_aboutdata_setdefaultlanguage	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getdefaultlanguage	win32.api.msajapi.alljoyn_aboutdata_getdefaultlanguage	fn__msajapi__alljoyn_aboutdata_getdefaultlanguage	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setdevicename	win32.api.msajapi.alljoyn_aboutdata_setdevicename	fn__msajapi__alljoyn_aboutdata_setdevicename	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getdevicename	win32.api.msajapi.alljoyn_aboutdata_getdevicename	fn__msajapi__alljoyn_aboutdata_getdevicename	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setdeviceid	win32.api.msajapi.alljoyn_aboutdata_setdeviceid	fn__msajapi__alljoyn_aboutdata_setdeviceid	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getdeviceid	win32.api.msajapi.alljoyn_aboutdata_getdeviceid	fn__msajapi__alljoyn_aboutdata_getdeviceid	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setappname	win32.api.msajapi.alljoyn_aboutdata_setappname	fn__msajapi__alljoyn_aboutdata_setappname	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getappname	win32.api.msajapi.alljoyn_aboutdata_getappname	fn__msajapi__alljoyn_aboutdata_getappname	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setmanufacturer	win32.api.msajapi.alljoyn_aboutdata_setmanufacturer	fn__msajapi__alljoyn_aboutdata_setmanufacturer	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getmanufacturer	win32.api.msajapi.alljoyn_aboutdata_getmanufacturer	fn__msajapi__alljoyn_aboutdata_getmanufacturer	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setmodelnumber	win32.api.msajapi.alljoyn_aboutdata_setmodelnumber	fn__msajapi__alljoyn_aboutdata_setmodelnumber	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getmodelnumber	win32.api.msajapi.alljoyn_aboutdata_getmodelnumber	fn__msajapi__alljoyn_aboutdata_getmodelnumber	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setsupportedlanguage	win32.api.msajapi.alljoyn_aboutdata_setsupportedlanguage	fn__msajapi__alljoyn_aboutdata_setsupportedlanguage	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getsupportedlanguages	win32.api.msajapi.alljoyn_aboutdata_getsupportedlanguages	fn__msajapi__alljoyn_aboutdata_getsupportedlanguages	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setdescription	win32.api.msajapi.alljoyn_aboutdata_setdescription	fn__msajapi__alljoyn_aboutdata_setdescription	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getdescription	win32.api.msajapi.alljoyn_aboutdata_getdescription	fn__msajapi__alljoyn_aboutdata_getdescription	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setdateofmanufacture	win32.api.msajapi.alljoyn_aboutdata_setdateofmanufacture	fn__msajapi__alljoyn_aboutdata_setdateofmanufacture	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getdateofmanufacture	win32.api.msajapi.alljoyn_aboutdata_getdateofmanufacture	fn__msajapi__alljoyn_aboutdata_getdateofmanufacture	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setsoftwareversion	win32.api.msajapi.alljoyn_aboutdata_setsoftwareversion	fn__msajapi__alljoyn_aboutdata_setsoftwareversion	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getsoftwareversion	win32.api.msajapi.alljoyn_aboutdata_getsoftwareversion	fn__msajapi__alljoyn_aboutdata_getsoftwareversion	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getajsoftwareversion	win32.api.msajapi.alljoyn_aboutdata_getajsoftwareversion	fn__msajapi__alljoyn_aboutdata_getajsoftwareversion	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_sethardwareversion	win32.api.msajapi.alljoyn_aboutdata_sethardwareversion	fn__msajapi__alljoyn_aboutdata_sethardwareversion	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_gethardwareversion	win32.api.msajapi.alljoyn_aboutdata_gethardwareversion	fn__msajapi__alljoyn_aboutdata_gethardwareversion	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setsupporturl	win32.api.msajapi.alljoyn_aboutdata_setsupporturl	fn__msajapi__alljoyn_aboutdata_setsupporturl	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getsupporturl	win32.api.msajapi.alljoyn_aboutdata_getsupporturl	fn__msajapi__alljoyn_aboutdata_getsupporturl	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_setfield	win32.api.msajapi.alljoyn_aboutdata_setfield	fn__msajapi__alljoyn_aboutdata_setfield	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getfield	win32.api.msajapi.alljoyn_aboutdata_getfield	fn__msajapi__alljoyn_aboutdata_getfield	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getfields	win32.api.msajapi.alljoyn_aboutdata_getfields	fn__msajapi__alljoyn_aboutdata_getfields	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getaboutdata	win32.api.msajapi.alljoyn_aboutdata_getaboutdata	fn__msajapi__alljoyn_aboutdata_getaboutdata	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getannouncedaboutdata	win32.api.msajapi.alljoyn_aboutdata_getannouncedaboutdata	fn__msajapi__alljoyn_aboutdata_getannouncedaboutdata	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_isfieldrequired	win32.api.msajapi.alljoyn_aboutdata_isfieldrequired	fn__msajapi__alljoyn_aboutdata_isfieldrequired	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_isfieldannounced	win32.api.msajapi.alljoyn_aboutdata_isfieldannounced	fn__msajapi__alljoyn_aboutdata_isfieldannounced	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_isfieldlocalized	win32.api.msajapi.alljoyn_aboutdata_isfieldlocalized	fn__msajapi__alljoyn_aboutdata_isfieldlocalized	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_aboutdata_getfieldsignature	win32.api.msajapi.alljoyn_aboutdata_getfieldsignature	fn__msajapi__alljoyn_aboutdata_getfieldsignature	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_create	win32.api.msajapi.alljoyn_abouticon_create	fn__msajapi__alljoyn_abouticon_create	0	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_destroy	win32.api.msajapi.alljoyn_abouticon_destroy	fn__msajapi__alljoyn_abouticon_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_getcontent	win32.api.msajapi.alljoyn_abouticon_getcontent	fn__msajapi__alljoyn_abouticon_getcontent	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_setcontent	win32.api.msajapi.alljoyn_abouticon_setcontent	fn__msajapi__alljoyn_abouticon_setcontent	5	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_geturl	win32.api.msajapi.alljoyn_abouticon_geturl	fn__msajapi__alljoyn_abouticon_geturl	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_seturl	win32.api.msajapi.alljoyn_abouticon_seturl	fn__msajapi__alljoyn_abouticon_seturl	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_clear	win32.api.msajapi.alljoyn_abouticon_clear	fn__msajapi__alljoyn_abouticon_clear	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_abouticon_setcontent_frommsgarg	win32.api.msajapi.alljoyn_abouticon_setcontent_frommsgarg	fn__msajapi__alljoyn_abouticon_setcontent_frommsgarg	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getdefaultclaimcapabilities	win32.api.msajapi.alljoyn_permissionconfigurator_getdefaultclaimcapabilities	fn__msajapi__alljoyn_permissionconfigurator_getdefaultclaimcapabilities	0	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getapplicationstate	win32.api.msajapi.alljoyn_permissionconfigurator_getapplicationstate	fn__msajapi__alljoyn_permissionconfigurator_getapplicationstate	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_setapplicationstate	win32.api.msajapi.alljoyn_permissionconfigurator_setapplicationstate	fn__msajapi__alljoyn_permissionconfigurator_setapplicationstate	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getpublickey	win32.api.msajapi.alljoyn_permissionconfigurator_getpublickey	fn__msajapi__alljoyn_permissionconfigurator_getpublickey	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_publickey_destroy	win32.api.msajapi.alljoyn_permissionconfigurator_publickey_destroy	fn__msajapi__alljoyn_permissionconfigurator_publickey_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getmanifesttemplate	win32.api.msajapi.alljoyn_permissionconfigurator_getmanifesttemplate	fn__msajapi__alljoyn_permissionconfigurator_getmanifesttemplate	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_manifesttemplate_destroy	win32.api.msajapi.alljoyn_permissionconfigurator_manifesttemplate_destroy	fn__msajapi__alljoyn_permissionconfigurator_manifesttemplate_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_setmanifesttemplatefromxml	win32.api.msajapi.alljoyn_permissionconfigurator_setmanifesttemplatefromxml	fn__msajapi__alljoyn_permissionconfigurator_setmanifesttemplatefromxml	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getclaimcapabilities	win32.api.msajapi.alljoyn_permissionconfigurator_getclaimcapabilities	fn__msajapi__alljoyn_permissionconfigurator_getclaimcapabilities	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_setclaimcapabilities	win32.api.msajapi.alljoyn_permissionconfigurator_setclaimcapabilities	fn__msajapi__alljoyn_permissionconfigurator_setclaimcapabilities	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getclaimcapabilitiesadditionalinfo	win32.api.msajapi.alljoyn_permissionconfigurator_getclaimcapabilitiesadditionalinfo	fn__msajapi__alljoyn_permissionconfigurator_getclaimcapabilitiesadditionalinfo	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_setclaimcapabilitiesadditionalinfo	win32.api.msajapi.alljoyn_permissionconfigurator_setclaimcapabilitiesadditionalinfo	fn__msajapi__alljoyn_permissionconfigurator_setclaimcapabilitiesadditionalinfo	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_reset	win32.api.msajapi.alljoyn_permissionconfigurator_reset	fn__msajapi__alljoyn_permissionconfigurator_reset	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_claim	win32.api.msajapi.alljoyn_permissionconfigurator_claim	fn__msajapi__alljoyn_permissionconfigurator_claim	8	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_updateidentity	win32.api.msajapi.alljoyn_permissionconfigurator_updateidentity	fn__msajapi__alljoyn_permissionconfigurator_updateidentity	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getidentity	win32.api.msajapi.alljoyn_permissionconfigurator_getidentity	fn__msajapi__alljoyn_permissionconfigurator_getidentity	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_certificatechain_destroy	win32.api.msajapi.alljoyn_permissionconfigurator_certificatechain_destroy	fn__msajapi__alljoyn_permissionconfigurator_certificatechain_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getmanifests	win32.api.msajapi.alljoyn_permissionconfigurator_getmanifests	fn__msajapi__alljoyn_permissionconfigurator_getmanifests	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_manifestarray_cleanup	win32.api.msajapi.alljoyn_permissionconfigurator_manifestarray_cleanup	fn__msajapi__alljoyn_permissionconfigurator_manifestarray_cleanup	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_installmanifests	win32.api.msajapi.alljoyn_permissionconfigurator_installmanifests	fn__msajapi__alljoyn_permissionconfigurator_installmanifests	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getidentitycertificateid	win32.api.msajapi.alljoyn_permissionconfigurator_getidentitycertificateid	fn__msajapi__alljoyn_permissionconfigurator_getidentitycertificateid	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_certificateid_cleanup	win32.api.msajapi.alljoyn_permissionconfigurator_certificateid_cleanup	fn__msajapi__alljoyn_permissionconfigurator_certificateid_cleanup	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_updatepolicy	win32.api.msajapi.alljoyn_permissionconfigurator_updatepolicy	fn__msajapi__alljoyn_permissionconfigurator_updatepolicy	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getpolicy	win32.api.msajapi.alljoyn_permissionconfigurator_getpolicy	fn__msajapi__alljoyn_permissionconfigurator_getpolicy	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getdefaultpolicy	win32.api.msajapi.alljoyn_permissionconfigurator_getdefaultpolicy	fn__msajapi__alljoyn_permissionconfigurator_getdefaultpolicy	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_policy_destroy	win32.api.msajapi.alljoyn_permissionconfigurator_policy_destroy	fn__msajapi__alljoyn_permissionconfigurator_policy_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_resetpolicy	win32.api.msajapi.alljoyn_permissionconfigurator_resetpolicy	fn__msajapi__alljoyn_permissionconfigurator_resetpolicy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_getmembershipsummaries	win32.api.msajapi.alljoyn_permissionconfigurator_getmembershipsummaries	fn__msajapi__alljoyn_permissionconfigurator_getmembershipsummaries	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_certificateidarray_cleanup	win32.api.msajapi.alljoyn_permissionconfigurator_certificateidarray_cleanup	fn__msajapi__alljoyn_permissionconfigurator_certificateidarray_cleanup	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_installmembership	win32.api.msajapi.alljoyn_permissionconfigurator_installmembership	fn__msajapi__alljoyn_permissionconfigurator_installmembership	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_removemembership	win32.api.msajapi.alljoyn_permissionconfigurator_removemembership	fn__msajapi__alljoyn_permissionconfigurator_removemembership	6	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_startmanagement	win32.api.msajapi.alljoyn_permissionconfigurator_startmanagement	fn__msajapi__alljoyn_permissionconfigurator_startmanagement	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_permissionconfigurator_endmanagement	win32.api.msajapi.alljoyn_permissionconfigurator_endmanagement	fn__msajapi__alljoyn_permissionconfigurator_endmanagement	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_applicationstatelistener_create	win32.api.msajapi.alljoyn_applicationstatelistener_create	fn__msajapi__alljoyn_applicationstatelistener_create	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_applicationstatelistener_destroy	win32.api.msajapi.alljoyn_applicationstatelistener_destroy	fn__msajapi__alljoyn_applicationstatelistener_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_keystorelistener_create	win32.api.msajapi.alljoyn_keystorelistener_create	fn__msajapi__alljoyn_keystorelistener_create	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_keystorelistener_with_synchronization_create	win32.api.msajapi.alljoyn_keystorelistener_with_synchronization_create	fn__msajapi__alljoyn_keystorelistener_with_synchronization_create	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_keystorelistener_destroy	win32.api.msajapi.alljoyn_keystorelistener_destroy	fn__msajapi__alljoyn_keystorelistener_destroy	1	yes	
